timestep,x,timestamps,date
132.74268107999995,1019.203873,1.4549562383989036e+18,2016-02-08 18:30:38.398903552
133.80739807999996,1019.19899,1.4549562394636206e+18,2016-02-08 18:30:39.463620608
134.87213707999996,1019.195633,1.4549562405283594e+18,2016-02-08 18:30:40.528359424
135.93687907999995,1019.193954,1.4549562415931016e+18,2016-02-08 18:30:41.593101568
137.00161907999995,1019.190598,1.4549562426578417e+18,2016-02-08 18:30:42.657841664
138.06634407999996,1019.190598,1.4549562437225667e+18,2016-02-08 18:30:43.722566656
139.13106607999995,1019.193039,1.4549562447872886e+18,2016-02-08 18:30:44.787288576
140.19580107999997,1019.195251,1.4549562458520236e+18,2016-02-08 18:30:45.852023552
141.26055007999997,1019.198532,1.4549562469167726e+18,2016-02-08 18:30:46.916772608
142.32530007999995,1019.204712,1.4549562479815224e+18,2016-02-08 18:30:47.981522432
143.39003507999996,1019.210739,1.4549562490462577e+18,2016-02-08 18:30:49.046257664
144.45480407999997,1019.21524,1.4549562501110264e+18,2016-02-08 18:30:50.111026432
145.51960107999997,1019.221115,1.4549562511758236e+18,2016-02-08 18:30:51.175823616
146.58435107999995,1019.225464,1.4549562522405734e+18,2016-02-08 18:30:52.240573440
147.64910307999997,1019.225464,1.4549562533053256e+18,2016-02-08 18:30:53.305325568
148.71383607999996,1019.224854,1.4549562543700585e+18,2016-02-08 18:30:54.370058496
149.77857107999995,1019.222412,1.4549562554347935e+18,2016-02-08 18:30:55.434793472
150.84331607999994,1019.218979,1.4549562564995384e+18,2016-02-08 18:30:56.499538432
151.9080580799999,1019.215164,1.4549562575642806e+18,2016-02-08 18:30:57.564280576
152.9727860799999,1019.211578,1.4549562586290086e+18,2016-02-08 18:30:58.629008640
154.03755507999998,1019.209518,1.4549562596937777e+18,2016-02-08 18:30:59.693777664
155.10231507999995,1019.209518,1.4549562607585375e+18,2016-02-08 18:31:00.758537472
156.16708807999996,1019.209137,1.4549562618233106e+18,2016-02-08 18:31:01.823310592
